Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,
EUPHORIUM                                    ,414495,6033549340010003,21127 STATE ROUTE 9 SE        ,                         ,WOODINVILLE             ,WA,SNOHOMISH,980729703,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180606,2063352683,
EUPHORIUM 420                                ,084130,6033543680010004,19525 BOTHELL EVERETT HWY A   ,                         ,BOTHELL                 ,WA,SNOHOMISH,980127116,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180606,9168359616,
EUPHORIUM 420                                ,414491,6033549480010002,27623 COVINGTON WAY SE UNIT 1 ,                         ,COVINGTON               ,WA,KING,980420000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180706,9168359616,
EUPHORIUM 420                                ,414500,6033538920010001,20925 CYPRESS WAY STE C 103   ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980367989,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180606,9168359616,
EUPHORIUM 420                                ,420895,6041488560010001,17917 VASHON HWY SW           ,                         ,VASHON                  ,WA,KING,980705204,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,4255774533,
EUPHORIUM LYNNWOOD                           ,414496,6033543680010001,21127 STATE RT 9 SE           ,UNIT B                   ,WOODINVILLE             ,WA,SNOHOMISH,980729703,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160701,9168359616,
EVERETT CANNABIS                             ,421448,6035584490010003,11627 AIRPORT RD              ,SUITE F                  ,EVERETT                 ,WA,SNOHOMISH,982048714,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180209,2068908368,
EVERGREEN CANNABIS                           ,415064,6033581770010002,922 PEACE PORTAL DR           ,                         ,BLAINE                  ,WA,WHATCOM,982304409,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180718,3603328922,
EVERGREEN MARKET - AUBURN                    ,414714,6033577780010001,402 16TH ST NE STE A-100      ,                         ,AUBURN                  ,WA,KING,980021600,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171107,2068527155,
EVERGREEN MARKET - IKEA DISTRICT             ,420338,6040059320010001,401 RAINIER AVE N STE 1       ,                         ,RENTON                  ,WA,KING,980575319,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170412,4257652935,
EVERGREEN MARKET - IKEA DISTRICT             ,424747,6040059320010003,4242 E VALLEY RD              ,                         ,RENTON                  ,WA,KING,980574903,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180430,4253188898,
EVERGREEN MARKET - KIRKLAND                  ,414475,6035653130010002,8734 120TH AVE NE             ,                         ,KIRKLAND                ,WA,KING,980335861,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171107,4253188898,
EVERGREEN MARKET-NORTH RENTON                ,413791,6033501150010001,409 RAINIER AVE N             ,                         ,RENTON                  ,WA,KING,980575319,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180626,4253188898,
EVERGREEN MEADOWS                            ,425605,6032170680010009,208 E PINE ST                 ,                         ,SHELTON                 ,WA,MASON,985841418,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180723,4258294959,
EVERGREEN STATE ENTERPRISES                  ,422825,6036041830010001,847 E SR 4                    ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180725,5033170557,
EVERGREEN STATE ENTERPRISES                  ,427156,6036041830010003,3772 SR 4                     ,SUITE A                  ,GRAYS RIVER             ,WA,WAHKIAKUM,986210000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180725,5033170557,
EVERGREEN STATE ENTERPRISES LLC              ,421878,6036041830010002,3941 COLVILLE RD              ,                         ,LOON LAKE               ,WA,STEVENS,991480000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180419,3604702621,
EXPONENTIAL 3                                ,422001,6035781200010002,12802 BEL-RED RD STE B        ,                         ,BELLEVUE                ,WA,KING,980052603,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180314,2068527155,
EXPONENTIAL 3                                ,426448,6035781200010004,RETAIL TITLE CERTIFICATE      ,                         ,BELLEVUE                ,WA,KING,980043800,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180314,2068527155,
FILLABONG                                    ,079720,6035601210010004,3249 PERRY AVE                ,SUITE B                  ,BREMERTON               ,WA,KITSAP,983105371,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171024,3604432293,
FILLABONG                                    ,415210,6035601210010003,4978 SE MILE HILL DR          ,                         ,PORT ORCHARD            ,WA,KITSAP,983662102,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170406,3604432293,
FILLABONG                                    ,415211,6035601210010002,2839 NW KITSAP PL STE A       ,                         ,SILVERDALE              ,WA,KITSAP,983839447,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171023,3606980353,
FIRE CANNABIS CO                             ,421738,6033479550010002,903 ENGH RD SUITE D           ,                         ,OMAK                    ,WA,OKANOGAN,988419627,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180719,7202719997,
"FIRST AND THIRD, INC.                        ",422693,6033264170010005,1458 LAKE SAMISH RD STE B     ,                         ,BELLINGHAM              ,WA,WHATCOM,982297010,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160322,4255725905,
FIVE POINTS OF PIERCE COUNTY LLC             ,422566,6034477130010003,2510 SANDRA AVE               ,                         ,CENTRALIA               ,WA,LEWIS,985319649,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170223,2538644924,
FIVE POINTS OF PIERCE COUNTY LLC             ,424498,6034477130010004,RETAIL TITLE CERTIFICATE      ,                         ,CHEHALIS                ,WA,LEWIS,985328717,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180511,2532731260,
FIVE STAR TRADING COMPANY                    ,413743,6033437360010002,9920 STATE AVE                ,SUITE B                  ,MARYSVILLE              ,WA,SNOHOMISH,982712255,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160414,4258706335,
FLORAL FANATIX LLC                           ,422059,6035815060010001,RETAIL TITLE CERTIFICATE      ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985690000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180529,3608904918,
FLOYD'S CANNABIS COMPANY                     ,422055,6035808890010002,5952 AIRPORT RD               ,                         ,PULLMAN                 ,WA,WHITMAN,991638958,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180627,2065270435,
FLOYDS                                       ,422049,6035710750010001,410 W STATE ST                ,                         ,SEDRO WOOLLEY           ,WA,SKAGIT,982841557,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171230,3605884473,
FORBIDDEN CANNABIS CLUB                      ,420520,6034232020010002,22308 HWY 410 E UNIT B        ,                         ,BONNEY LAKE             ,WA,PIERCE,983914073,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180517,2532241442,
FORBIDDEN CANNABIS CLUB                      ,421015,6036035380010001,2358 ELMWAY UNIT B            ,                         ,OKANOGAN                ,WA,OKANOGAN,98840    ,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2539876637,
FORBIDDEN CANNABIS CLUB                      ,422785,6036035410010001,1171 WIND RIVER HIGHWAY       ,SUITE A                  ,CARSON                  ,WA,SKAMANIA,986100000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180409,2532241442,
FORBIDDEN CANNABIS CLUB                      ,426808,6034232020010003,21509 HWY 410 E STE 1         ,                         ,BONNEY LAKE             ,WA,PIERCE,983910000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180517,2532241442,
FORBIDDEN CANNABIS LLC                       ,414803,6036041410010001,2358 ELMWAY                   ,                         ,OKANOGAN                ,WA,OKANOGAN,988400000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180409,2532241442,
FORBIDDEN FLOWER                             ,422303,6035905870010001,13003 TUKWILA INTERNATIONAL BL,UNIT A                   ,TUKWILA                 ,WA,KING,981680000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180406,2062350635,
FREEDOM MARKET                               ,414280,6034103470010001,820A WESTSIDE HWY             ,                         ,KELSO                   ,WA,COWLITZ,986264355,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180621,3603550682,
FREEDOM MARKET CATHLAMET CORP                ,422459,6041543780010001,327 SR 4                      ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180124,3607036090,
FREEDOM MARKET ILWACO                        ,421757,6040523690010001,133 HOWERTON AVE SE STE B     ,                         ,ILWACO                  ,WA,PACIFIC,986249088,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,3607036090,
FREELAND CANNABIS COMPANY                    ,422777,6036018460010001,18646 SR 525                  ,STE B                    ,FREELAND                ,WA,ISLAND,982498752,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180301,4255126880,
FRESH GREENS                                 ,413530,6041989910010001,29 HORIZON FLATS RD STE 8     ,                         ,WINTHROP                ,WA,OKANOGAN,988628400,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180330,5094295556,
FWEEDOM CANNABIS                             ,412922,6028304620010002,12001 AURORA AVE N            ,UNIT #1                  ,SEATTLE                 ,WA,KING,981338249,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180403,2063515121,
FWEEDOM CANNABIS                             ,415031,6033575180010001,21911 64TH AVE W   STE D      ,STE D                    ,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980430000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,4259540640,
FWEEDOM CANNABIS                             ,415032,6033575180010002,17869 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733270,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,2063515121,
GANJA GODDESS                                ,413558,6033283210010001,3207 1ST AVE S UNIT A         ,                         ,SEATTLE                 ,WA,KING,981341819,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180705,2066827220,
GANJA VITA                                   ,415539,6033594670010003,23441 NE STATE ROUTE 3        ,                         ,BELFAIR                 ,WA,MASON,985280000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180103,2535143949,
GANJA VITA III LLC                           ,421321,6035588430010001,23441 NE STATE RT 3 STE B-2   ,                         ,BELFAIR                 ,WA,MASON,985288342,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2535143949,
GIVING TREE                                  ,414381,6006448010010004,18420 68TH AVE S #102         ,                         ,KENT                    ,WA,KING,980320000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180619,2067725773,
GLOBODYNE                                    ,414982,6033500470010005,3223 PINE ST                  ,                         ,EVERETT                 ,WA,SNOHOMISH,982014536,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20151030,4258793437,
GOING GREEN                                  ,415185,6033625930010001,503 W PROSPECT AVE            ,                         ,MOXEE                   ,WA,YAKIMA,989369810,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,5099610810,
GOLD BAR MARIJUANA                           ,422168,6035559160010003,16810 415TH AVE SE STE A-2    ,                         ,GOLD BAR                ,WA,SNOHOMISH,982510000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171212,2067553751,
GOLDEN DISPENSARIES                          ,414292,6033556170010001,650 LLAMA LN                  ,                         ,GOLDENDALE              ,WA,KLICKITAT,986209140,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171214,5097730700,
GOOBIE'S DOOBIES                             ,421953,6035764710010001,28680 MAPLE VALLEY BLACK      ,DIAMOND RD SE STE A      ,MAPLE VALLEY            ,WA,KING,980388193,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180215,2534595741,
GOODBUDS                                     ,415294,6023777230010001,5384 NW K RD STE A            ,                         ,QUINCY                  ,WA,GRANT,988480000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180313,5093988843,
GRASS                                        ,414785,6033280120010001,14343 15TH AVE NE             ,                         ,SEATTLE                 ,WA,KING,981253162,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170929,2066438576,
GRASS                                        ,415531,6033593650010002,205 W STEWART RD              ,SUITE 107                ,MOUNT VERNON            ,WA,SKAGIT,982735411,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170804,3604738393,
GREEN ANNE                                   ,421256,6032041830010002,312 W REPUBLICAN ST STE B     ,                         ,SEATTLE                 ,WA,KING,981194009,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2064789364,
GREEN BHANG LLC                              ,422812,6036041140010001,2307 TACOMA AVE S  STE B      ,                         ,TACOMA                  ,WA,PIERCE,984021409,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2539876637,
GREEN CITY COLLECTIVE                        ,413737,6033534230010001,13601 HIGHWAY 99 STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982045496,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180717,4258693670,
GREEN COLLAR CANNABIS                        ,412923,6033480390010001,10422 PACIFIC AVE S STE B     ,                         ,TACOMA                  ,WA,PIERCE,984446052,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171027,2533145113,
GREEN COLLAR NORTH                           ,422570,6033583850010002,21412 HIGHWAY 99  STE A       ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267748,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171216,3039577942,
GREEN FIRE CANNABIS                          ,350641,6033271020010001,1956 1ST AVE S                ,                         ,SEATTLE                 ,WA,KING,981341406,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180614,2066233792,
GREEN GAINT LLC                              ,422820,6036041740010001,3022 RIVER RD E               ,                         ,TACOMA                  ,WA,PIERCE,984432126,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2532820403,
GREEN GROTTO                                 ,413789,6033491710010001,31140 PACIFIC HWY S STE A     ,                         ,FEDERAL WAY             ,WA,KING,980034994,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180322,2067926857,
GREEN GROTTO                                 ,414093,6033491710010003,10611 CANYON RD E STE 101     ,                         ,PUYALLUP                ,WA,PIERCE,983734552,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160420,2067926857,
GREEN GROTTO                                 ,414108,6033491710010004,230 NE JUNIPER ST #101A       ,                         ,ISSAQUAH                ,WA,KING,980272519,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180309,2067926857,
GREEN GROTTO                                 ,423779,6033491710010008,22106 SE 51ST PL              ,                         ,ISSAQUAH                ,WA,KING,980272519,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180309,4252466547,
GREEN HEAD CANNABIS                          ,414761,6003142880010001,2815 ST. JOHNS ROAD   STE B   ,                         ,VANCOUVER               ,WA,CLARK,986610000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180309,3606091479,
GREEN LADY                                   ,415130,6033601220010003,3044 PACIFIC AVE SE STE B     ,                         ,OLYMPIA                 ,WA,THURSTON,985012043,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180517,5098697574,
GREEN LADY EVERETT                           ,421667,6035644790010002,14221 LAKE ROAD               ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871710,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171207,5098697574,
GREEN LADY MARIJUANA                         ,422578,6035989350010001,RETAIL TITLE CERTIFICATE      ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980364716,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180529,3607898891,
GREEN LADY MARIJUANA                         ,422579,6035989360010001,RETAIL TITLE CERTIFICATE      ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980364736,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180529,3607898891,
GREEN LADY MARIJUANA                         ,423145,6035911620010001,7359 OLD PACIFIC HWY S        ,                         ,KALAMA                  ,WA,COWLITZ,986250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180227,3607898891,
"GREEN LADY WESTSIDE, INC.                    ",416540,6035644790010003,2405 HARRISON AVE NW STE 201  ,                         ,OLYMPIA                 ,WA,THURSTON,985024592,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171207,5098697475,
GREEN LEAF                                   ,413886,6033576180010002,4220 MERIDIAN ST STE 102      ,                         ,BELLINGHAM              ,WA,WHATCOM,982269153,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180625,3605262198,
GREEN LEAF                                   ,414918,6035652670010002,3435 BIRCH BAY LYNDEN RD      ,                         ,CUSTER                  ,WA,WHATCOM,982409507,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171130,3603032860,
GREEN LIFE CANNABIS                          ,414755,6033599440010002,3012 GS CENTER RD STE A       ,                         ,WENATCHEE               ,WA,CHELAN,988019116,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180326,2817260614,
GREEN LIGHT COLLECTIVE                       ,412492,6033476560010002,10105 122ND ST E              ,                         ,PUYALLUP                ,WA,PIERCE,983733566,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131119,2532416356,
GREEN MONSTER                                ,422899,6033820290010003,2807 OLYMPIC HWY STE C        ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985203158,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2532412948,
GREEN OUTFITTERS                             ,413798,6033511700010001,668 OCEAN SHORES BLVD NW      ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985699344,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180604,4252684391,
GREEN PLACE                                  ,415512,6033594880010001,18826 MARINE DRIVE            ,                         ,STANWOOD                ,WA,SNOHOMISH,982920000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170201,4256337515,
GREEN PLACE                                  ,416248,6033594880010003,202 AVENUE D STE B            ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982902745,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180516,4256337515,
GREEN REVOLUTION LLC                         ,422750,6036034410010001,9660 153RD AVE NE STE P-2     ,                         ,REDMOND                 ,WA,KING,980522546,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,2062915544,
GREEN REVOLUTION LLC                         ,422751,6036034410010002,6101 NE MINDER RD STE A-2     ,                         ,POULSBO                 ,WA,KITSAP,983708852,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,2062915544,
GREEN ROOM OH INC.                           ,422103,6041627960010001,1640 NE GOLDIE ST    STE B    ,STE B                    ,OAK HARBOR              ,WA,ISLAND,982774835,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180711,2065048629,
GREEN RUSH INVESTMENT                        ,421632,6041722670010002,1123 SLEATER KINNEY RD SE     ,                         ,LACEY                   ,WA,THURSTON,985032300,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20180315,2487050988,
GREEN RUSH INVESTMENT                        ,422027,6041722670010003,404 AUBURN WAY S STE 100      ,                         ,AUBURN                  ,WA,KING,980025418,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20180306,2487050988,
GREEN SOLUTION PLACE                         ,420638,6024649910010003,2801 AUBURN WAY S             ,                         ,AUBURN                  ,WA,KING,980920000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170626,2532370770,
GREEN SOLUTION PLACE                         ,422504,6033498370010005,1845 1ST ST                   ,                         ,CHENEY                  ,WA,SPOKANE,990041966,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171007,2539732476,
"GREEN SOLUTION PLACE PRELUDIO MANAGEMENT, LLC",422569,6024649910010004,21412 HIGHWAY 99              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267748,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2532370770,
GREEN STAR CANNABIS                          ,410798,6033509300010001,1403 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992021810,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180730,5099193398,
GREEN STATION 1                              ,414506,6017919610010003,18451 DES MOINES MEMORIAL STEB,                         ,SEATAC                  ,WA,KING,981481965,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,2062413760,
GREEN STATION 1                              ,415308,6017919610010005,4040 AUBURN WAY N STE 5       ,                         ,AUBURN                  ,WA,KING,980021394,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,2062413760,
GREEN STOP CANNABIS                          ,413801,6034756110010001,7466 MT BAKER HWY             ,                         ,MAPLE FALLS             ,WA,WHATCOM,982660000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171123,3607468734,
GREEN THEORY                                 ,413390,6033451150010004,2000 124TH AVE NE STE B106    ,                         ,BELLEVUE                ,WA,KING,980052117,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170228,2063999999,
GREEN THEORY                                 ,414417,6034112390010001,10697 MAIN ST STE B           ,                         ,BELLEVUE                ,WA,KING,980040000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170608,4254661108,
GREEN THEORY                                 ,425068,6034112390010005,1940 124TH AVE NE STE A-101   ,STE A-101                ,BELLEVUE                ,WA,KING,980050000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180504,4252562662,
GREEN THEORY FACTORIA                        ,421777,6034112390010006,12827 SE 40TH PL              ,                         ,BELLEVUE                ,WA,KING,980061232,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180504,4252562662,
GREEN TIKI CANNABIS                          ,081400,6040966540010001,8208 NE STATE HIGHWAY 104     ,STE 101                  ,KINGSTON                ,WA,KITSAP,983460000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180406,3608810621,
GREEN TIKI CANNABIS                          ,415310,6015022330010006,26099 UNITED RD NE            ,                         ,KINGSTON                ,WA,KITSAP,983460000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161208,3607106475,
GREEN TO GOLD                                ,422759,6033605100010003,8325 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267435,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2067557590,
GREEN TOKEN CANNABIS                         ,421650,6035600890010003,7215 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180604,2532267186,
GREEN TOKEN TACOMA CANNABIS                  ,420785,6042192770010001,5917 N 26TH ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984072359,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180514,2532675428,
GREEN ZAP                                    ,420793,6035496880010001,11064 LAKE CITY WAY NE STE 6-A,                         ,SEATTLE                 ,WA,KING,981256730,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171228,2069223911,
GREEN2GO                                     ,410273,6033031360010002,214307 E SR 397               ,                         ,KENNEWICK               ,WA,BENTON,993377198,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180320,5095917100,
GREEN2GO                                     ,422572,6033031360010003,214610 E SR 397               ,                         ,KENNEWICK               ,WA,BENTON,993377199,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171117,5095917100,
GREEN2GO PASCO                               ,422782,6033031360010007,5804 ROAD 90 STE I            ,                         ,PASCO                   ,WA,FRANKLIN,99301    ,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,5095917100,
GREEN2GO TOKIO                               ,422655,6033031360010004,2008 N DURRY RD UNIT 2        ,                         ,SPRAGUE                 ,WA,ADAMS,990329621,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180320,5095917100,
GREENFIELD COMPANY CANNABIS MERCANTILE       ,414356,6033513920010001,728 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032012,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171102,2069621025,
GREENHAND                                    ,420898,6032194300010001,2424 N MONROE STREET          ,                         ,SPOKANE                 ,WA,SPOKANE,992053349,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180518,2067357072,
GREENHAND                                    ,424257,6031183740010003,10611 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,983734256,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180524,2537405648,
GREENLIGHT                                   ,415112,6033593200010002,10309 E TRENT AVE             ,                         ,MILLWOOD                ,WA,SPOKANE,992064514,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180104,5093093193,
GREENSIDE                                    ,414295,6033489910010001,23407 PACIFIC HWY S           ,                         ,DES MOINES              ,WA,KING,981988738,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180430,2069724490,
GREENSIDE                                    ,414296,6033491480010001,10600 MAIN ST                 ,                         ,BELLEVUE                ,WA,KING,980045922,MARIJUANA RETAILER                 ,CLOSED (TEMPORARY),20180213,2069724990,
GREENSIDE RECREATIONAL                       ,414298,6030884050010002,9804 LAKE CITY WAY NE STE A   ,                         ,SEATTLE                 ,WA,KING,981250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180111,2063803129,
GREENWAY MARIJUANA                           ,413541,6033535550010001,4851 GEIGER RD SE             ,                         ,PORT ORCHARD            ,WA,KITSAP,983669350,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180116,3604436988,
GREENWORKS N.W.                              ,413428,6019957890010004,315 N 105TH ST                ,                         ,SEATTLE                 ,WA,KING,981330000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171012,2064925132,
GRINGO CALIENTE                              ,421845,6033572520010004,6319 NE BOTHELL WAY STE A     ,                         ,KENMORE                 ,WA,KING,980288940,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,2067907229,
GRINGO CALIENTE                              ,421846,6033572520010005,RETAIL TITLE CERTIFICATE      ,                         ,RICHLAND                ,WA,BENTON,993520000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180517,2067907229,
GROWERS OUTLET                               ,415124,6033596440010002,613 MONTANA AVE STE 2         ,                         ,SOUTH BEND              ,WA,PACIFIC,985860000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180105,3605415888,
GYPSY GREEN                                  ,421900,6032945690010003,1570 N NATIONAL AVE SUITE 105 ,                         ,CHEHALIS                ,WA,LEWIS,985322215,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180310,5055507710,
HAPPY TIME                                   ,354876,6035158110010002,1315 N 1ST ST                 ,                         ,YAKIMA                  ,WA,YAKIMA,989011801,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180605,5094802097,
HAPPY TIME                                   ,414777,6024872940010002,1301 N 2ND ST                 ,                         ,YAKIMA                  ,WA,YAKIMA,989011801,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161108,5094802097,
HAPPY TREES                                  ,424273,6033520160010003,407 E 1ST ST                  ,                         ,CLE ELUM                ,WA,KITTITAS,989221255,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171214,2532262135,
HARBOR CANNABIS                              ,422776,6036016670010001,428 10TH ST                   ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985503804,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,5099619899,
HASH WAY RECREATIONAL                        ,422057,6035813490010002,17410 ASH WAY SUITE 4         ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980377907,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180306,5097270110,
